MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Lao PDR,H320101,2000-02-21,2000,2,21,27.0,8.0,38.0,26.8,0.841,0.031,0.103,0.085,1.219,0.247,0.112,0.044,0.014,0.023,7.363,1.109
Lao PDR,H320101,2008-08-16,2008,8,16,28.0,6.5,89.0,16.0,1.365,0.226,0.021,0.031,1.547,0.029,0.085,0.184,0.047,0.022,6.3,2.093
Lao PDR,H320101,2015-10-21,2015,10,21,26.3,6.89,17.66,13.1,0.524,0.228,0.019,0.015,0.738,0.027,0.042,0.16,0.01,0.02,7.61,1.76
Lao PDR,H320101,2000-07-14,2000,7,14,24.0,8.54,97.0,15.5,1.418,0.233,0.126,0.06,1.537,0.026,0.076,0.006,0.017,0.01,7.35,1.878
Lao PDR,H320101,2013-07-26,2013,7,26,25.3,6.96,111.5,13.5,0.918,0.263,0.065,0.023,1.2,0.014,0.08,0.194,0.02,0.2,7.15,4.02
Lao PDR,H320101,2004-09-15,2004,9,15,26.0,7.17,75.0,16.5,1.34,0.268,0.017,0.003,1.41,0.009,0.219,0.292,0.03,0.005,6.95,2.031
Lao PDR,H320101,2004-08-19,2004,8,19,28.0,6.8,65.0,17.1,1.422,0.243,0.012,0.003,1.5,0.009,0.172,0.244,0.069,0.005,6.73,1.665
Lao PDR,H320101,1992-09-12,1992,9,12,27.0,7.92,60.0,19.4,1.394,0.398,0.133,0.044,1.602,0.123,0.295,0.302,0.065,0.025,8.5,1.0
Lao PDR,H320101,2007-09-13,2007,9,13,26.0,6.65,96.0,16.43,1.345,0.304,0.048,0.021,1.424,0.085,0.104,0.178,0.042,0.023,10.388,2.379
Lao PDR,H320101,1995-05-13,1995,5,13,29.0,7.6,7.0,18.4,1.067,0.655,0.08,0.018,1.365,0.046,0.302,0.14,0.046,0.022,7.21,2.0
Lao PDR,H320101,1993-03-17,1993,3,17,26.8,7.78,4.0,26.3,1.537,0.688,0.09,0.021,1.876,0.17,0.449,0.046,0.026,0.017,8.12,0.1
Lao PDR,H320101,1987-02-13,1987,2,13,24.8,7.73,16.0,22.4,1.378,0.464,0.369,0.036,1.777,0.223,0.419,0.064,0.002,0.011,8.5,0.4
Lao PDR,H320101,1995-10-13,1995,10,13,24.0,8.36,97.0,21.2,1.573,0.458,0.13,0.025,1.907,0.037,0.172,0.199,0.02,0.147,8.56,1.1
Lao PDR,H320101,1995-07-20,1995,7,20,27.0,7.71,92.0,19.4,1.328,0.376,0.025,0.008,1.693,0.013,0.072,0.221,0.031,0.112,8.12,1.7
Lao PDR,H320101,2001-08-17,2001,8,17,27.5,7.85,98.0,20.2,1.531,0.765,0.021,0.008,2.07,0.01,0.116,0.32,0.044,0.017,7.09,0.6
Lao PDR,H320101,2000-08-17,2000,8,17,26.0,8.0,102.0,16.5,1.455,0.291,0.13,0.08,1.647,0.028,0.162,0.033,0.021,0.02,7.373,2.2
Lao PDR,H320101,2010-08-17,2010,8,17,27.0,7.18,22.0,15.07,1.187,0.259,0.061,0.021,1.378,0.072,0.108,0.314,0.144,0.017,7.04,3.39
Lao PDR,H320101,1991-08-15,1991,8,15,27.0,7.45,84.0,19.4,1.191,0.578,0.12,0.042,1.664,0.018,0.241,0.248,0.023,0.015,7.19,0.4
Lao PDR,H320101,2008-09-17,2008,9,17,26.0,6.62,89.0,18.6,1.446,0.405,0.02,0.021,1.902,0.042,0.094,0.202,0.058,0.02,7.14,2.172
Lao PDR,H320101,1987-01-19,1987,1,19,22.0,7.42,88.0,21.4,1.249,0.493,0.336,0.037,1.713,0.117,0.323,0.081,0.019,0.012,8.2,0.1
Lao PDR,H320101,2003-06-17,2003,6,17,26.0,7.03,40.0,14.7,1.133,0.292,0.086,0.014,1.359,0.043,0.074,0.29,0.075,0.043,6.9,2.1
Lao PDR,H320101,2010-04-19,2010,4,19,28.0,7.2,8.0,4.57,0.197,0.203,0.068,0.029,0.369,0.03,0.083,0.069,0.082,0.021,7.47,2.728
Lao PDR,H320101,2010-12-15,2010,12,15,27.0,7.65,18.0,18.07,1.508,0.33,0.058,0.016,1.804,0.041,0.066,0.207,0.028,0.015,8.93,1.3
Lao PDR,H320101,2015-04-21,2015,4,21,26.5,7.25,18.0,3.6,0.295,0.082,0.017,0.019,0.36,0.054,0.042,0.39,0.01,0.02,7.26,2.7
Lao PDR,H320101,2005-07-16,2005,7,16,27.8,7.0,78.0,16.9,1.21,0.366,0.148,0.038,1.396,0.018,0.215,0.148,0.034,0.025,7.2,1.035
Lao PDR,H320101,1986-09-11,1986,9,11,25.6,7.55,85.0,17.1,1.168,0.525,0.046,0.016,1.718,0.007,0.105,0.173,0.0,0.004,6.39,1.6
Lao PDR,H320101,2014-04-24,2014,4,24,27.1,6.52,19.0,15.6,0.47,0.06,0.04,0.02,0.42,0.01,0.12,0.09,0.02,0.01,4.25,1.2
Lao PDR,H320101,1995-06-15,1995,6,15,26.0,8.15,25.0,19.4,1.574,0.308,0.053,0.017,1.675,0.032,0.131,0.54,0.016,0.031,8.95,4.1
Lao PDR,H320101,1986-07-29,1986,7,29,24.6,7.46,78.0,16.8,1.502,0.16,0.208,0.009,1.605,0.028,0.106,0.069,0.01,0.008,7.36,1.5
Lao PDR,H320101,2000-09-14,2000,9,14,26.0,8.82,100.0,12.3,1.018,0.343,0.111,0.07,1.208,0.038,0.055,0.011,0.092,0.047,7.596,6.2
Lao PDR,H320101,2015-05-21,2015,5,21,28.6,7.15,16.0,4.1,0.28,0.091,0.02,0.01,0.38,0.007,0.031,0.06,0.09,0.13,5.9,2.8
